period,scenario,variety,mean,p10,p50,p90,std
2021-2040,rcp45,Gamay,0.8150252,0.5317362725734711,0.8855789601802826,0.9922452092170715,0.18748625
2021-2040,rcp45,Juhfark,0.8141049,0.5305997610092164,0.8766656219959259,0.9960523903369903,0.18887027
2021-2040,rcp45,Kéknyelű,0.8125708,0.5414976298809052,0.8674083054065704,0.9933789074420929,0.18512732
2021-2040,rcp45,Sárgamuskotály,0.8062029,0.5174270451068879,0.8725321590900421,0.9935192346572876,0.18961261
2021-2040,rcp45,Cirfandli,0.80361986,0.5315752744674682,0.8611299395561218,0.9945073008537293,0.19151816
2021-2040,rcp45,Chasselas,0.79915327,0.6131132543087006,0.8464337289333344,0.9497699499130249,0.13679145
2021-2040,rcp45,Kunleány,0.7982129,0.5163744747638702,0.8644557893276215,0.9736258625984192,0.1857615
2021-2040,rcp45,Ezerjó,0.79274243,0.5390416562557221,0.8431736826896667,0.9904699981212616,0.1778867
2021-2040,rcp45,Zöld veltelíni,0.78600216,0.5638318002223969,0.8897028863430023,0.9905247807502746,0.18610789
2021-2040,rcp45,Pinot blanc,0.78600216,0.5638318002223969,0.8897028863430023,0.9905247807502746,0.18610789
2021-2040,rcp45,Sangiovese,0.7796747,0.5696546912193299,0.689437985420227,0.9947097718715667,0.1778464
2021-2040,rcp45,Verdejo,0.7796747,0.5696546912193299,0.689437985420227,0.9947097718715667,0.1778464
2021-2040,rcp45,Vermentino,0.7796747,0.5696546912193299,0.689437985420227,0.9947097718715667,0.1778464
2021-2040,rcp45,Tramini,0.7631166,0.4522751480340958,0.8887550234794617,0.9905247807502746,0.2233221
2021-2040,rcp45,Rajnai rizling,0.7631166,0.4522751480340958,0.8887550234794617,0.9905247807502746,0.2233221
2021-2040,rcp45,Pinot noir,0.7631166,0.4522751480340958,0.8887550234794617,0.9905247807502746,0.2233221
2021-2040,rcp45,Muscat ottonel,0.7631166,0.4522751480340958,0.8887550234794617,0.9905247807502746,0.2233221
2021-2040,rcp45,Rizlingszilváni,0.7616856,0.44385877549648284,0.8887550234794617,0.9905247807502746,0.22539559
2021-2040,rcp45,Irsai Olivér,0.7616856,0.44385877549648284,0.8887550234794617,0.9905247807502746,0.22539559
2021-2040,rcp45,Müller-Thurgau,0.7616856,0.44385877549648284,0.8887550234794617,0.9905247807502746,0.22539559
2021-2040,rcp45,Johanniter,0.7525338,0.44385877549648284,0.8792104125022888,0.9725363850593567,0.21876408
2021-2040,rcp45,Muscaris,0.7525338,0.44385877549648284,0.8792104125022888,0.9725363850593567,0.21876408
2021-2040,rcp45,Fiano,0.7179072,0.42058643996715545,0.6510441303253174,0.9578430533409119,0.20630093
2021-2040,rcp45,Syrah,0.69575924,0.38169341385364536,0.6805229187011719,0.9754542589187623,0.22483355
2021-2040,rcp45,Cabernet sauvignon,0.6949662,0.38169341385364536,0.6803240478038788,0.9754542589187623,0.22460942
2021-2040,rcp45,Solaris,0.6933165,0.3625102758407593,0.850113183259964,0.9092840433120728,0.22546531
2021-2040,rcp45,Bronner,0.6933165,0.3625102758407593,0.850113183259964,0.9092840433120728,0.22546531
2021-2040,rcp45,Mészikadar,0.6889608,0.37850031554698943,0.6714710593223572,0.9588420689105988,0.2222836
2021-2040,rcp45,Menoire,0.68875396,0.37850031554698943,0.6714710593223572,0.9588420689105988,0.22219345
2021-2040,rcp45,Bíborkadarka,0.6365297,0.2944705218076706,0.6413404643535614,0.9127926886081695,0.23506486
2021-2040,rcp45,Alibernet,0.6313933,0.2944705218076706,0.6405417919158936,0.8993204772472382,0.23074445
2021-2040,rcp45,Malbec,0.57500947,0.22048750817775728,0.6050666570663452,0.8861131310462952,0.24474657
2021-2040,rcp45,Tannat,0.5703455,0.22048750817775728,0.6041453182697296,0.8766675353050232,0.24101354
2021-2040,rcp45,Assyrtiko,0.5270293,0.10371943935751915,0.5357328951358795,0.8615212202072144,0.2930467
2021-2040,rcp45,Sagrantino,0.47667927,0.06023056507110596,0.48305508494377136,0.8507816314697265,0.28236726
2021-2040,rcp45,Tempranillo,0.4321696,0.06914629116654397,0.37137551605701447,0.8134156823158264,0.2815308
2021-2040,rcp45,Touriga Nacional,0.26860854,0.0,0.16874781996011734,0.6513197243213654,0.25815174
2021-2040,rcp45,Aglianico,0.12230633,0.0,0.0,0.38912035226821906,0.17895822
2021-2040,rcp45,Garnacha,0.09163782,0.0,0.0,0.29184026122093204,0.13425146
2021-2040,rcp45,Carignan,0.09163782,0.0,0.0,0.29184026122093204,0.13425146
2021-2040,rcp45,Nero d'Avola,0.0,0.0,0.0,0.0,0.0
2021-2040,rcp45,Mourvèdre,0.0,0.0,0.0,0.0,0.0
2041-2060,rcp45,Aletta,0.9442954,0.8572954356670379,0.9714074730873108,0.9989794254302978,0.08199358
2041-2060,rcp45,Cabernet franc,0.9419122,0.8440505266189575,0.9707647264003754,0.9989705204963684,0.08269245
2041-2060,rcp45,Albariño,0.9388073,0.8123889267444611,0.978327602148056,0.9994649112224578,0.095616765
2041-2060,rcp45,Zengő,0.9231029,0.7716852247714996,0.9686411321163177,0.9992475807666779,0.110699564
2041-2060,rcp45,Zweigelt,0.92036724,0.8423996269702911,0.9532916843891144,0.998016631603241,0.10968099
2041-2060,rcp45,Kékfrankos,0.92036724,0.8423996269702911,0.9532916843891144,0.998016631603241,0.10968099
2041-2060,rcp45,Blauburger,0.91564953,0.7583213329315186,0.9600310325622559,0.9982216119766235,0.11401408
2041-2060,rcp45,Bianca,0.9100562,0.8404011130332947,0.9282742440700531,0.994638854265213,0.08564696
2041-2060,rcp45,Cabernet Cortis,0.9071364,0.7685207486152649,0.9445827603340149,0.9978261530399323,0.11331625
2041-2060,rcp45,Portugieser,0.9071364,0.7685207486152649,0.9445827603340149,0.9978261530399323,0.11331625
2041-2060,rcp45,Olaszrizling,0.9071364,0.7685207486152649,0.9445827603340149,0.9978261530399323,0.11331625
2041-2060,rcp45,Turán,0.8994935,0.7318161249160766,0.934738278388977,0.9970663845539093,0.11640059
2041-2060,rcp45,Chardonnay,0.89855504,0.7655331313610078,0.9282742440700531,0.994638854265213,0.11087241
2041-2060,rcp45,Kövidinka,0.89095473,0.6706797540187835,0.9525415897369385,0.9986412286758423,0.14734773
2041-2060,rcp45,Furmint,0.88987803,0.6706797540187835,0.9525415897369385,0.9986412286758423,0.14800034
2041-2060,rcp45,Gamay,0.8886867,0.6628002643585205,0.9525415897369385,0.9986412286758423,0.14887637
2041-2060,rcp45,Sémillon,0.8886867,0.6628002643585205,0.9525415897369385,0.9986412286758423,0.14887637
2041-2060,rcp45,Zeus,0.88521457,0.6939271688461304,0.9216300547122955,0.9960620164871216,0.12690552
2041-2060,rcp45,Nektár,0.88521457,0.6939271688461304,0.9216300547122955,0.9960620164871216,0.12690552
2041-2060,rcp45,Zefír,0.88521457,0.6939271688461304,0.9216300547122955,0.9960620164871216,0.12690552
2041-2060,rcp45,Vulcanus,0.88521457,0.6939271688461304,0.9216300547122955,0.9960620164871216,0.12690552
2041-2060,rcp45,Auxerrois,0.88521457,0.6939271688461304,0.9216300547122955,0.9960620164871216,0.12690552
2041-2060,rcp45,Kunleány,0.88437116,0.6537828862667083,0.9472911953926086,0.9982216119766235,0.15030703
2041-2060,rcp45,Zenit,0.88144577,0.6665608823299408,0.9365574717521667,0.9974151611328125,0.14733297
2041-2060,rcp45,Kadarka,0.8794436,0.6643292367458343,0.9365574717521667,0.9974151611328125,0.14940524
2041-2060,rcp45,Merlot,0.8794436,0.6643292367458343,0.9365574717521667,0.9974151611328125,0.14940524
2041-2060,rcp45,Kövérszőlő,0.8794436,0.6643292367458343,0.9365574717521667,0.9974151611328125,0.14940524
2041-2060,rcp45,Zéta,0.8794436,0.6643292367458343,0.9365574717521667,0.9974151611328125,0.14940524
2041-2060,rcp45,Kabar,0.8794436,0.6643292367458343,0.9365574717521667,0.9974151611328125,0.14940524
2041-2060,rcp45,Hárslevelű,0.8794436,0.6643292367458343,0.9365574717521667,0.9974151611328125,0.14940524
2041-2060,rcp45,Verdejo,0.87492853,0.6496042430400848,0.9567514955997467,0.9984191834926606,0.15199095
2041-2060,rcp45,Vermentino,0.87492853,0.6496042430400848,0.9567514955997467,0.9984191834926606,0.15199095
2041-2060,rcp45,Sangiovese,0.87492853,0.6496042430400848,0.9567514955997467,0.9984191834926606,0.15199095
2041-2060,rcp45,Juhfark,0.8646047,0.5909962832927704,0.9365574717521667,0.9974151611328125,0.16577388
2041-2060,rcp45,Sárgamuskotály,0.86226803,0.593757462501526,0.9378315806388855,0.9986711025238038,0.16663317
2041-2060,rcp45,Generosa,0.8592724,0.7259988188743591,0.8814817070960999,0.9750426828861237,0.12225877
2041-2060,rcp45,Cserszegi fűszeres,0.8592724,0.7259988188743591,0.8814817070960999,0.9750426828861237,0.12225877
2041-2060,rcp45,Zalagyöngye,0.85799843,0.7084090709686279,0.8817643821239471,0.9808957636356354,0.11702497
2041-2060,rcp45,Arany sárfehér,0.85349697,0.6147550761699676,0.8966609239578247,0.9915639102458954,0.14891703
2041-2060,rcp45,Kéknyelű,0.84573704,0.5786706924438476,0.9013799726963043,0.9943936109542847,0.16381991
2041-2060,rcp45,Budai zöld,0.84539586,0.6113166332244874,0.891825944185257,0.990558385848999,0.17121123
2041-2060,rcp45,Királyleányka,0.84539586,0.6113166332244874,0.891825944185257,0.990558385848999,0.17121123
2041-2060,rcp45,Leányka,0.84539586,0.6113166332244874,0.891825944185257,0.990558385848999,0.17121123
2041-2060,rcp45,Sauvignon blanc,0.83647376,0.6039376020431518,0.8814817070960999,0.9750426828861237,0.1670847
2041-2060,rcp45,Szürkebarát,0.83647376,0.6039376020431518,0.8814817070960999,0.9750426828861237,0.1670847
2041-2060,rcp45,Souvignier Gris,0.83647376,0.6039376020431518,0.8814817070960999,0.9750426828861237,0.1670847
2041-2060,rcp45,Fiano,0.83537155,0.5978920817375183,0.9035973250865936,0.9856211245059967,0.16471489
2041-2060,rcp45,Rózsakő,0.8348025,0.6193556964397431,0.8749316930770874,0.9811118900775909,0.14639795
2041-2060,rcp45,Syrah,0.8267585,0.5166222870349885,0.9292283058166504,0.9972649276256561,0.1988425
2041-2060,rcp45,Mészikadar,0.82461005,0.5103685021400451,0.9287834763526917,0.9975072920322419,0.20019104
2041-2060,rcp45,Cabernet sauvignon,0.8234099,0.5166222870349885,0.9268083870410919,0.9972649276256561,0.19955996
2041-2060,rcp45,Menoire,0.82220894,0.5103685021400451,0.9281436502933502,0.9975072920322419,0.20003405
2041-2060,rcp45,Cirfandli,0.8181836,0.522483104467392,0.8949643671512604,0.9915639102458954,0.19517238
2041-2060,rcp45,Ezerjó,0.8054297,0.5621529996395112,0.8553838729858398,0.9678281426429749,0.16425733
2041-2060,rcp45,Bíborkadarka,0.78849494,0.4533223330974579,0.8814916610717773,0.985063087940216,0.20732585
2041-2060,rcp45,Alibernet,0.7812315,0.45160297155380247,0.8746315240859985,0.971263724565506,0.20394556
2041-2060,rcp45,Chasselas,0.76980597,0.5436813175678253,0.8267779052257538,0.9163932621479035,0.14979848
2041-2060,rcp45,Malbec,0.7483074,0.3714442074298859,0.8610913157463074,0.9788355708122254,0.23356928
2041-2060,rcp45,Tannat,0.741102,0.37107677161693575,0.8555354177951813,0.9644712150096894,0.23001428
2041-2060,rcp45,Assyrtiko,0.7171322,0.30941708087921144,0.8507502675056458,0.936859005689621,0.24950711
2041-2060,rcp45,Sagrantino,0.6769814,0.265656316280365,0.8121590614318848,0.9177087247371674,0.2599222
2041-2060,rcp45,Zöld veltelíni,0.65689003,0.3952276408672333,0.6390962898731232,0.9396548986434937,0.20466855
2041-2060,rcp45,Pinot blanc,0.65689003,0.3952276408672333,0.6390962898731232,0.9396548986434937,0.20466855
2041-2060,rcp45,Tempranillo,0.6249968,0.20821161866188054,0.694986492395401,0.8920815944671631,0.26734543
2041-2060,rcp45,Rajnai rizling,0.6186386,0.2460095122456551,0.6385617554187775,0.9396548986434937,0.25048694
2041-2060,rcp45,Pinot noir,0.6186386,0.2460095122456551,0.6385617554187775,0.9396548986434937,0.25048694
2041-2060,rcp45,Tramini,0.6186386,0.2460095122456551,0.6385617554187775,0.9396548986434937,0.25048694
2041-2060,rcp45,Muscat ottonel,0.6186386,0.2460095122456551,0.6385617554187775,0.9396548986434937,0.25048694
2041-2060,rcp45,Müller-Thurgau,0.6151928,0.2350149914622307,0.6385617554187775,0.9396548986434937,0.25355643
2041-2060,rcp45,Irsai Olivér,0.6151928,0.2350149914622307,0.6385617554187775,0.9396548986434937,0.25355643
2041-2060,rcp45,Rizlingszilváni,0.6151928,0.2350149914622307,0.6385617554187775,0.9396548986434937,0.25355643
2041-2060,rcp45,Johanniter,0.6102623,0.2350149914622307,0.6382807195186615,0.920819240808487,0.24836554
2041-2060,rcp45,Muscaris,0.6102623,0.2350149914622307,0.6382807195186615,0.920819240808487,0.24836554
2041-2060,rcp45,Bronner,0.54728097,0.18379321098327636,0.5509839355945587,0.8638589441776275,0.24842413
2041-2060,rcp45,Solaris,0.54728097,0.18379321098327636,0.5509839355945587,0.8638589441776275,0.24842413
2041-2060,rcp45,Touriga Nacional,0.45423904,0.050935526192188274,0.46194350719451904,0.8512332737445831,0.29034957
2041-2060,rcp45,Aglianico,0.26496524,0.0,0.19571063667535782,0.7072896242141725,0.26910493
2041-2060,rcp45,Garnacha,0.20208597,0.0,0.14678297191858292,0.5304672062397005,0.21129325
2041-2060,rcp45,Carignan,0.20208597,0.0,0.14678297191858292,0.5304672062397005,0.21129325
2041-2060,rcp45,Mourvèdre,0.0,0.0,0.0,0.0,0.0
2041-2060,rcp45,Nero d'Avola,0.0,0.0,0.0,0.0,0.0
2061-2080,rcp45,Aletta,0.9632256,0.9073845982551575,0.9794470369815826,0.9994141459465027,0.046944294
2061-2080,rcp45,Zengő,0.95330065,0.885170179605484,0.9760555922985077,0.9989559829235077,0.063169725
2061-2080,rcp45,Blauburger,0.95025516,0.8788947641849518,0.9748494923114777,0.9989717423915863,0.065255575
2061-2080,rcp45,Albariño,0.94467354,0.8821268439292907,0.9776335954666138,0.998986941576004,0.0975853
2061-2080,rcp45,Kövidinka,0.94405025,0.8677144229412079,0.9719671308994293,0.9988089442253113,0.07942163
2061-2080,rcp45,Furmint,0.9425994,0.8598412275314331,0.9719671308994293,0.9988089442253113,0.08163951
2061-2080,rcp45,Kunleány,0.9415525,0.8588885724544525,0.9698991477489471,0.998841518163681,0.08307767
2061-2080,rcp45,Sémillon,0.9406282,0.8515129804611207,0.9719671308994293,0.9988089442253113,0.08522044
2061-2080,rcp45,Gamay,0.9406282,0.8515129804611207,0.9719671308994293,0.9988089442253113,0.08522044
2061-2080,rcp45,Turán,0.9376611,0.8651162326335907,0.9539027512073517,0.9980477511882782,0.07119383
2061-2080,rcp45,Zenit,0.92973584,0.8492917776107788,0.9610226154327393,0.998595941066742,0.086841576
2061-2080,rcp45,Hárslevelű,0.927025,0.8286206126213074,0.9610226154327393,0.998595941066742,0.093150415
2061-2080,rcp45,Zéta,0.927025,0.8286206126213074,0.9610226154327393,0.998595941066742,0.093150415
2061-2080,rcp45,Kabar,0.927025,0.8286206126213074,0.9610226154327393,0.998595941066742,0.093150415
2061-2080,rcp45,Kövérszőlő,0.927025,0.8286206126213074,0.9610226154327393,0.998595941066742,0.093150415
2061-2080,rcp45,Kadarka,0.92698264,0.8286206126213074,0.9610226154327393,0.998595941066742,0.093254715
2061-2080,rcp45,Merlot,0.92698264,0.8286206126213074,0.9610226154327393,0.998595941066742,0.093254715
2061-2080,rcp45,Cabernet franc,0.91571796,0.6696197926998139,0.9685782194137573,0.9986475229263305,0.1285624
2061-2080,rcp45,Vermentino,0.89632696,0.6604199469089508,0.9649748504161835,0.9991417169570923,0.13731024
2061-2080,rcp45,Verdejo,0.89632696,0.6604199469089508,0.9649748504161835,0.9991417169570923,0.13731024
2061-2080,rcp45,Sangiovese,0.89632696,0.6604199469089508,0.9649748504161835,0.9991417169570923,0.13731024
2061-2080,rcp45,Juhfark,0.88897854,0.6556822478771209,0.9610226154327393,0.998595941066742,0.15873373
2061-2080,rcp45,Mészikadar,0.88847023,0.6434907197952271,0.9629494249820709,0.9981381297111511,0.15439367
2061-2080,rcp45,Syrah,0.88704544,0.645278400182724,0.9621173441410065,0.9986823499202728,0.15283194
2061-2080,rcp45,Sárgamuskotály,0.8869358,0.6556098163127899,0.9542827904224396,0.9991871476173401,0.15880235
2061-2080,rcp45,Menoire,0.88483775,0.6434907197952271,0.9629494249820709,0.9981381297111511,0.15519165
2061-2080,rcp45,Kékfrankos,0.8836031,0.6381158947944641,0.9392510056495667,0.9973683297634125,0.16010737
2061-2080,rcp45,Zweigelt,0.8836031,0.6381158947944641,0.9392510056495667,0.9973683297634125,0.16010737
2061-2080,rcp45,Bianca,0.8823269,0.6386822283267974,0.925858199596405,0.9955124497413635,0.13749039
2061-2080,rcp45,Cabernet sauvignon,0.8822101,0.6414555549621582,0.9621173441410065,0.9986823499202728,0.15633738
2061-2080,rcp45,Portugieser,0.8818799,0.6381158947944641,0.9374665021896362,0.9973683297634125,0.15998563
2061-2080,rcp45,Olaszrizling,0.8818799,0.6381158947944641,0.9374665021896362,0.9973683297634125,0.15998563
2061-2080,rcp45,Cabernet Cortis,0.8818799,0.6381158947944641,0.9374665021896362,0.9973683297634125,0.15998563
2061-2080,rcp45,Auxerrois,0.88150954,0.6382140934467315,0.9334128201007843,0.9961521744728088,0.15077135
2061-2080,rcp45,Nektár,0.88150954,0.6382140934467315,0.9334128201007843,0.9961521744728088,0.15077135
2061-2080,rcp45,Vulcanus,0.88150954,0.6382140934467315,0.9334128201007843,0.9961521744728088,0.15077135
2061-2080,rcp45,Zefír,0.88150954,0.6382140934467315,0.9334128201007843,0.9961521744728088,0.15077135
2061-2080,rcp45,Zeus,0.88150954,0.6382140934467315,0.9334128201007843,0.9961521744728088,0.15077135
2061-2080,rcp45,Chardonnay,0.87475777,0.6379717469215394,0.925858199596405,0.9955124497413635,0.15740177
2061-2080,rcp45,Arany sárfehér,0.8709457,0.6377311587333679,0.9173820614814758,0.9945181310176849,0.14541852
2061-2080,rcp45,Kéknyelű,0.86613196,0.6348138928413392,0.9235181212425232,0.9952241539955139,0.1652444
2061-2080,rcp45,Fiano,0.8579625,0.6381493210792542,0.9140700697898865,0.9949950516223908,0.16242282
2061-2080,rcp45,Bíborkadarka,0.8518153,0.5883759498596192,0.9164486825466156,0.9947697997093201,0.17852439
2061-2080,rcp45,Cirfandli,0.84519076,0.5721605837345124,0.9173820614814758,0.9945181310176849,0.20007378
2061-2080,rcp45,Alibernet,0.8447657,0.5883259534835815,0.904554545879364,0.9912845730781555,0.17573921
2061-2080,rcp45,Zalagyöngye,0.84004974,0.5696832835674286,0.878302663564682,0.986508309841156,0.16210268
2061-2080,rcp45,Generosa,0.83509725,0.5614478528499603,0.8797816038131714,0.9811356842517853,0.17031632
2061-2080,rcp45,Cserszegi fűszeres,0.83509725,0.5614478528499603,0.8797816038131714,0.9811356842517853,0.17031632
2061-2080,rcp45,Malbec,0.8339371,0.5258762121200562,0.9095548093318939,0.9943369805812836,0.19317216
2061-2080,rcp45,Rózsakő,0.8315328,0.5467002809047699,0.8786760866641998,0.9893614947795868,0.17913555
2061-2080,rcp45,Tannat,0.8267511,0.5256898581981659,0.8991080820560455,0.9890675485134125,0.1902211
2061-2080,rcp45,Leányka,0.82621604,0.5105462312698364,0.8884982466697693,0.9920845687389374,0.20633541
2061-2080,rcp45,Budai zöld,0.82621604,0.5105462312698364,0.8884982466697693,0.9920845687389374,0.20633541
2061-2080,rcp45,Királyleányka,0.82621604,0.5105462312698364,0.8884982466697693,0.9920845687389374,0.20633541
2061-2080,rcp45,Ezerjó,0.82395214,0.5596716403961182,0.8714852929115295,0.9829322338104248,0.1749566
2061-2080,rcp45,Szürkebarát,0.81918025,0.5105462312698364,0.8797816038131714,0.9811356842517853,0.20261772
2061-2080,rcp45,Sauvignon blanc,0.81918025,0.5105462312698364,0.8797816038131714,0.9811356842517853,0.20261772
2061-2080,rcp45,Souvignier Gris,0.81918025,0.5105462312698364,0.8797816038131714,0.9811356842517853,0.20261772
2061-2080,rcp45,Assyrtiko,0.7757811,0.3778253942728043,0.8662671446800232,0.9707383215427399,0.24577327
2061-2080,rcp45,Chasselas,0.76547265,0.47037641406059266,0.8357364535331726,0.9349303901195526,0.1831784
2061-2080,rcp45,Sagrantino,0.7551347,0.3363378345966339,0.8596822321414948,0.9510135293006897,0.24797651
2061-2080,rcp45,Tempranillo,0.6881411,0.25188360065221793,0.8087776303291321,0.9320295810699463,0.2689637
2061-2080,rcp45,Zöld veltelíni,0.6176676,0.2917848408222199,0.6375379264354706,0.9466764867305756,0.22623706
2061-2080,rcp45,Pinot blanc,0.6176676,0.2917848408222199,0.6375379264354706,0.9466764867305756,0.22623706
2061-2080,rcp45,Muscat ottonel,0.59062475,0.19691520780324936,0.6375109553337097,0.9466764867305756,0.25684077
2061-2080,rcp45,Rajnai rizling,0.59062475,0.19691520780324936,0.6375109553337097,0.9466764867305756,0.25684077
2061-2080,rcp45,Pinot noir,0.59062475,0.19691520780324936,0.6375109553337097,0.9466764867305756,0.25684077
2061-2080,rcp45,Tramini,0.59062475,0.19691520780324936,0.6375109553337097,0.9466764867305756,0.25684077
2061-2080,rcp45,Müller-Thurgau,0.58595735,0.18472724556922912,0.6375109553337097,0.9466764867305756,0.2601879
2061-2080,rcp45,Rizlingszilváni,0.58595735,0.18472724556922912,0.6375109553337097,0.9466764867305756,0.2601879
2061-2080,rcp45,Irsai Olivér,0.58595735,0.18472724556922912,0.6375109553337097,0.9466764867305756,0.2601879
2061-2080,rcp45,Johanniter,0.5817019,0.18472724556922912,0.6375080645084381,0.9270188510417938,0.2553365
2061-2080,rcp45,Muscaris,0.5817019,0.18472724556922912,0.6375080645084381,0.9270188510417938,0.2553365
2061-2080,rcp45,Touriga Nacional,0.52279055,0.04459950998425484,0.5397596955299377,0.8710099756717682,0.30806488
2061-2080,rcp45,Bronner,0.5155923,0.1375061348080635,0.5327981114387512,0.8676433086395263,0.25215328
2061-2080,rcp45,Solaris,0.5155923,0.1375061348080635,0.5327981114387512,0.8676433086395263,0.25215328
2061-2080,rcp45,Aglianico,0.32980826,0.0,0.2645306885242462,0.8087992846965791,0.298343
