borvidek,horizon_label,period,scenario,emissions_level,rank,variety,variety_en,colour,future_suitability,delta_vs_1991_2020,confidence,limiting_factor,status,huglin_mean,winkler_mean
Neszmélyi,Near term (2021–2040),2021-2040,rcp45,moderate,2,Zöld veltelíni,Grüner Veltliner,white,1.0,0.0,high,huglin,new,2193.0,1599.0
Neszmélyi,Near term (2021–2040),2021-2040,rcp45,moderate,3,Kékfrankos,Blaufränkisch,red,1.0,0.0,high,huglin,new,2193.0,1599.0
Neszmélyi,Near term (2021–2040),2021-2040,rcp45,moderate,4,Zweigelt,Zweigelt,red,1.0,0.0,high,huglin,new,2193.0,1599.0
Neszmélyi,Near term (2021–2040),2021-2040,rcp85,high,1,Olaszrizling,Welschriesling / Olaszrizling,white,1.0,0.136,high,huglin,expand,2119.0,1546.0
Neszmélyi,Near term (2021–2040),2021-2040,rcp85,high,2,Szürkebarát,Pinot gris,white,1.0,0.136,high,huglin,new,2119.0,1546.0
Neszmélyi,Near term (2021–2040),2021-2040,rcp85,high,3,Sauvignon blanc,Sauvignon Blanc,white,1.0,0.136,high,huglin,expand,2119.0,1546.0
Neszmélyi,Near term (2021–2040),2021-2040,rcp85,high,4,Chardonnay,Chardonnay,white,1.0,0.136,high,huglin,expand,2119.0,1546.0
Neszmélyi,≈ +20y (2041–2060),2041-2060,rcp45,moderate,1,Fiano,Fiano,white,1.0,0.696,medium,huglin,new,2264.0,1701.0
Neszmélyi,≈ +20y (2041–2060),2041-2060,rcp45,moderate,2,Touriga Nacional,Touriga Nacional,red,0.927,0.927,medium,frost,new,2264.0,1701.0
Neszmélyi,≈ +20y (2041–2060),2041-2060,rcp45,moderate,3,Aglianico,Aglianico,red,0.927,0.927,medium,frost,new,2264.0,1701.0
Neszmélyi,≈ +20y (2041–2060),2041-2060,rcp45,moderate,4,Sangiovese,Sangiovese,red,1.0,0.372,high,huglin,new,2264.0,1701.0
Neszmélyi,≈ +20y (2041–2060),2041-2060,rcp85,high,1,Merlot,Merlot,red,1.0,0.445,high,huglin,new,2060.0,1554.0
Neszmélyi,≈ +20y (2041–2060),2041-2060,rcp85,high,2,Furmint,Furmint,white,1.0,0.445,medium,huglin,new,2060.0,1554.0
Neszmélyi,≈ +20y (2041–2060),2041-2060,rcp85,high,3,Hárslevelű,Harslevelu,white,1.0,0.445,medium,huglin,new,2060.0,1554.0
Neszmélyi,≈ +20y (2041–2060),2041-2060,rcp85,high,4,Kadarka,Kadarka,red,1.0,0.445,medium,huglin,new,2060.0,1554.0
Neszmélyi,≈ +40y (2061–2080),2061-2080,rcp45,moderate,1,Touriga Nacional,Touriga Nacional,red,1.0,1.0,medium,huglin,new,2311.0,1761.0
Neszmélyi,≈ +40y (2061–2080),2061-2080,rcp45,moderate,2,Aglianico,Aglianico,red,1.0,1.0,medium,huglin,new,2311.0,1761.0
Neszmélyi,≈ +40y (2061–2080),2061-2080,rcp45,moderate,3,Tempranillo,Tempranillo,red,1.0,0.805,medium,huglin,new,2311.0,1761.0
Neszmélyi,≈ +40y (2061–2080),2061-2080,rcp45,moderate,4,Cabernet sauvignon,Cabernet Sauvignon,red,1.0,0.597,high,huglin,new,2311.0,1761.0
Neszmélyi,≈ +40y (2061–2080),2061-2080,rcp85,high,1,Touriga Nacional,Touriga Nacional,red,1.0,1.0,medium,huglin,new,2463.0,1955.0
Neszmélyi,≈ +40y (2061–2080),2061-2080,rcp85,high,2,Garnacha,Grenache,red,1.0,1.0,medium,huglin,new,2463.0,1955.0
Neszmélyi,≈ +40y (2061–2080),2061-2080,rcp85,high,3,Mourvèdre,Mourvèdre / Monastrell,red,1.0,1.0,medium,huglin,new,2463.0,1955.0
Neszmélyi,≈ +40y (2061–2080),2061-2080,rcp85,high,4,Aglianico,Aglianico,red,1.0,1.0,medium,huglin,new,2463.0,1955.0
Neszmélyi,≈ +60y (2081–2100),2081-2100,rcp45,moderate,1,Touriga Nacional,Touriga Nacional,red,1.0,1.0,medium,huglin,new,2383.0,1803.0
Neszmélyi,≈ +60y (2081–2100),2081-2100,rcp45,moderate,2,Aglianico,Aglianico,red,1.0,1.0,medium,huglin,new,2383.0,1803.0
Neszmélyi,≈ +60y (2081–2100),2081-2100,rcp45,moderate,3,Tempranillo,Tempranillo,red,1.0,0.805,medium,huglin,new,2383.0,1803.0
Neszmélyi,≈ +60y (2081–2100),2081-2100,rcp45,moderate,4,Cabernet sauvignon,Cabernet Sauvignon,red,1.0,0.597,high,huglin,new,2383.0,1803.0
Neszmélyi,≈ +60y (2081–2100),2081-2100,rcp85,high,1,Touriga Nacional,Touriga Nacional,red,1.0,1.0,medium,huglin,new,2695.0,2175.0
Neszmélyi,≈ +60y (2081–2100),2081-2100,rcp85,high,2,Garnacha,Grenache,red,1.0,1.0,medium,huglin,new,2695.0,2175.0
Neszmélyi,≈ +60y (2081–2100),2081-2100,rcp85,high,3,Mourvèdre,Mourvèdre / Monastrell,red,1.0,1.0,medium,huglin,new,2695.0,2175.0
Neszmélyi,≈ +60y (2081–2100),2081-2100,rcp85,high,4,Nero d'Avola,Nero d'Avola,red,1.0,1.0,medium,huglin,new,2695.0,2175.0
Pannonhalmi,Near term (2021–2040),2021-2040,rcp45,moderate,1,Olaszrizling,Welschriesling / Olaszrizling,white,1.0,0.026,high,huglin,expand,2246.0,1665.0
Pannonhalmi,Near term (2021–2040),2021-2040,rcp45,moderate,2,Szürkebarát,Pinot gris,white,1.0,0.026,high,huglin,new,2246.0,1665.0
Pannonhalmi,Near term (2021–2040),2021-2040,rcp45,moderate,3,Sauvignon blanc,Sauvignon Blanc,white,1.0,0.026,high,huglin,expand,2246.0,1665.0
Pannonhalmi,Near term (2021–2040),2021-2040,rcp45,moderate,4,Chardonnay,Chardonnay,white,1.0,0.026,high,huglin,expand,2246.0,1665.0
Pannonhalmi,Near term (2021–2040),2021-2040,rcp85,high,1,Merlot,Merlot,red,1.0,0.306,high,huglin,new,2172.0,1608.0
Pannonhalmi,Near term (2021–2040),2021-2040,rcp85,high,2,Furmint,Furmint,white,1.0,0.306,medium,huglin,new,2172.0,1608.0
Pannonhalmi,Near term (2021–2040),2021-2040,rcp85,high,3,Hárslevelű,Harslevelu,white,1.0,0.306,medium,huglin,new,2172.0,1608.0
Pannonhalmi,Near term (2021–2040),2021-2040,rcp85,high,4,Kadarka,Kadarka,red,1.0,0.306,medium,huglin,new,2172.0,1608.0
Pannonhalmi,≈ +20y (2041–2060),2041-2060,rcp45,moderate,1,Touriga Nacional,Touriga Nacional,red,1.0,0.867,medium,huglin,new,2308.0,1756.0
Pannonhalmi,≈ +20y (2041–2060),2041-2060,rcp45,moderate,2,Aglianico,Aglianico,red,1.0,0.867,medium,huglin,new,2308.0,1756.0
Pannonhalmi,≈ +20y (2041–2060),2041-2060,rcp45,moderate,3,Cabernet sauvignon,Cabernet Sauvignon,red,1.0,0.48,high,huglin,new,2308.0,1756.0
Pannonhalmi,≈ +20y (2041–2060),2041-2060,rcp45,moderate,4,Syrah,Syrah,red,1.0,0.48,high,huglin,new,2308.0,1756.0
Pannonhalmi,≈ +20y (2041–2060),2041-2060,rcp85,high,1,Merlot,Merlot,red,1.0,0.306,high,huglin,new,2107.0,1612.0
Pannonhalmi,≈ +20y (2041–2060),2041-2060,rcp85,high,2,Furmint,Furmint,white,1.0,0.306,medium,huglin,new,2107.0,1612.0
Pannonhalmi,≈ +20y (2041–2060),2041-2060,rcp85,high,3,Hárslevelű,Harslevelu,white,1.0,0.306,medium,huglin,new,2107.0,1612.0
Pannonhalmi,≈ +20y (2041–2060),2041-2060,rcp85,high,4,Kadarka,Kadarka,red,1.0,0.306,medium,huglin,new,2107.0,1612.0
Pannonhalmi,≈ +40y (2061–2080),2061-2080,rcp45,moderate,1,Touriga Nacional,Touriga Nacional,red,1.0,0.867,medium,huglin,new,2354.0,1817.0
Pannonhalmi,≈ +40y (2061–2080),2061-2080,rcp45,moderate,2,Aglianico,Aglianico,red,1.0,0.867,medium,huglin,new,2354.0,1817.0
Pannonhalmi,≈ +40y (2061–2080),2061-2080,rcp45,moderate,3,Cabernet sauvignon,Cabernet Sauvignon,red,1.0,0.48,high,huglin,new,2354.0,1817.0
Pannonhalmi,≈ +40y (2061–2080),2061-2080,rcp45,moderate,4,Syrah,Syrah,red,1.0,0.48,high,huglin,new,2354.0,1817.0
Pannonhalmi,≈ +40y (2061–2080),2061-2080,rcp85,high,1,Garnacha,Grenache,red,1.0,1.0,medium,huglin,new,2506.0,2007.0
Pannonhalmi,≈ +40y (2061–2080),2061-2080,rcp85,high,2,Mourvèdre,Mourvèdre / Monastrell,red,1.0,1.0,medium,huglin,new,2506.0,2007.0
Pannonhalmi,≈ +40y (2061–2080),2061-2080,rcp85,high,3,Nero d'Avola,Nero d'Avola,red,1.0,1.0,medium,huglin,new,2506.0,2007.0
Pannonhalmi,≈ +40y (2061–2080),2061-2080,rcp85,high,4,Assyrtiko,Assyrtiko,white,1.0,0.911,medium,huglin,new,2506.0,2007.0
Pannonhalmi,≈ +60y (2081–2100),2081-2100,rcp45,moderate,1,Touriga Nacional,Touriga Nacional,red,1.0,0.867,medium,huglin,new,2440.0,1865.0
Pannonhalmi,≈ +60y (2081–2100),2081-2100,rcp45,moderate,2,Aglianico,Aglianico,red,1.0,0.867,medium,huglin,new,2440.0,1865.0
Pannonhalmi,≈ +60y (2081–2100),2081-2100,rcp45,moderate,3,Cabernet sauvignon,Cabernet Sauvignon,red,1.0,0.48,high,huglin,new,2440.0,1865.0
Pannonhalmi,≈ +60y (2081–2100),2081-2100,rcp45,moderate,4,Syrah,Syrah,red,1.0,0.48,high,huglin,new,2440.0,1865.0
Pannonhalmi,≈ +60y (2081–2100),2081-2100,rcp85,high,1,Garnacha,Grenache,red,0.969,0.969,medium,heat,new,2731.0,2218.0
Pannonhalmi,≈ +60y (2081–2100),2081-2100,rcp85,high,2,Mourvèdre,Mourvèdre / Monastrell,red,0.969,0.969,medium,heat,new,2731.0,2218.0
Pannonhalmi,≈ +60y (2081–2100),2081-2100,rcp85,high,3,Nero d'Avola,Nero d'Avola,red,0.969,0.969,medium,heat,new,2731.0,2218.0
Pannonhalmi,≈ +60y (2081–2100),2081-2100,rcp85,high,4,Assyrtiko,Assyrtiko,white,0.969,0.881,medium,heat,new,2731.0,2218.0
Pécsi,Near term (2021–2040),2021-2040,rcp45,moderate,1,Touriga Nacional,Touriga Nacional,red,1.0,0.623,medium,huglin,new,2287.0,1749.0
Pécsi,Near term (2021–2040),2021-2040,rcp45,moderate,2,Aglianico,Aglianico,red,1.0,0.623,medium,huglin,new,2287.0,1749.0
Pécsi,Near term (2021–2040),2021-2040,rcp45,moderate,3,Cabernet sauvignon,Cabernet Sauvignon,red,1.0,0.341,high,huglin,expand,2287.0,1749.0
Pécsi,Near term (2021–2040),2021-2040,rcp45,moderate,4,Syrah,Syrah,red,1.0,0.341,high,huglin,new,2287.0,1749.0
Pécsi,Near term (2021–2040),2021-2040,rcp85,high,1,Touriga Nacional,Touriga Nacional,red,1.0,0.623,medium,huglin,new,2238.0,1712.0
Pécsi,Near term (2021–2040),2021-2040,rcp85,high,2,Aglianico,Aglianico,red,1.0,0.623,medium,huglin,new,2238.0,1712.0
Pécsi,Near term (2021–2040),2021-2040,rcp85,high,3,Cabernet sauvignon,Cabernet Sauvignon,red,1.0,0.341,high,huglin,expand,2238.0,1712.0
Pécsi,Near term (2021–2040),2021-2040,rcp85,high,4,Syrah,Syrah,red,1.0,0.341,high,huglin,new,2238.0,1712.0
Pécsi,≈ +20y (2041–2060),2041-2060,rcp45,moderate,1,Touriga Nacional,Touriga Nacional,red,1.0,0.623,medium,huglin,new,2369.0,1854.0
Pécsi,≈ +20y (2041–2060),2041-2060,rcp45,moderate,2,Aglianico,Aglianico,red,1.0,0.623,medium,huglin,new,2369.0,1854.0
Pécsi,≈ +20y (2041–2060),2041-2060,rcp45,moderate,3,Cabernet sauvignon,Cabernet Sauvignon,red,1.0,0.341,high,huglin,expand,2369.0,1854.0
Pécsi,≈ +20y (2041–2060),2041-2060,rcp45,moderate,4,Syrah,Syrah,red,1.0,0.341,high,huglin,new,2369.0,1854.0
Pécsi,≈ +20y (2041–2060),2041-2060,rcp85,high,1,Touriga Nacional,Touriga Nacional,red,1.0,0.623,medium,huglin,new,2200.0,1740.0
Pécsi,≈ +20y (2041–2060),2041-2060,rcp85,high,2,Aglianico,Aglianico,red,1.0,0.623,medium,huglin,new,2200.0,1740.0
Pécsi,≈ +20y (2041–2060),2041-2060,rcp85,high,3,Cabernet sauvignon,Cabernet Sauvignon,red,1.0,0.341,high,huglin,expand,2200.0,1740.0
Pécsi,≈ +20y (2041–2060),2041-2060,rcp85,high,4,Syrah,Syrah,red,1.0,0.341,high,huglin,new,2200.0,1740.0
Pécsi,≈ +40y (2061–2080),2061-2080,rcp45,moderate,1,Touriga Nacional,Touriga Nacional,red,1.0,0.623,medium,huglin,new,2413.0,1919.0
Pécsi,≈ +40y (2061–2080),2061-2080,rcp45,moderate,2,Aglianico,Aglianico,red,1.0,0.623,medium,huglin,new,2413.0,1919.0
Pécsi,≈ +40y (2061–2080),2061-2080,rcp45,moderate,3,Cabernet sauvignon,Cabernet Sauvignon,red,1.0,0.341,high,huglin,expand,2413.0,1919.0
Pécsi,≈ +40y (2061–2080),2061-2080,rcp45,moderate,4,Syrah,Syrah,red,1.0,0.341,high,huglin,new,2413.0,1919.0
Pécsi,≈ +40y (2061–2080),2061-2080,rcp85,high,1,Mourvèdre,Mourvèdre / Monastrell,red,1.0,1.0,medium,huglin,new,2612.0,2163.0
Pécsi,≈ +40y (2061–2080),2061-2080,rcp85,high,2,Nero d'Avola,Nero d'Avola,red,1.0,1.0,medium,huglin,new,2612.0,2163.0
Pécsi,≈ +40y (2061–2080),2061-2080,rcp85,high,3,Garnacha,Grenache,red,1.0,0.968,medium,huglin,new,2612.0,2163.0
Pécsi,≈ +40y (2061–2080),2061-2080,rcp85,high,4,Carignan,Carignan / Mazuelo,red,1.0,0.968,low,huglin,new,2612.0,2163.0
Pécsi,≈ +60y (2081–2100),2081-2100,rcp45,moderate,1,Mourvèdre,Mourvèdre / Monastrell,red,1.0,1.0,medium,huglin,new,2496.0,1978.0
Pécsi,≈ +60y (2081–2100),2081-2100,rcp45,moderate,2,Nero d'Avola,Nero d'Avola,red,1.0,1.0,medium,huglin,new,2496.0,1978.0
Pécsi,≈ +60y (2081–2100),2081-2100,rcp45,moderate,3,Garnacha,Grenache,red,1.0,0.968,medium,huglin,new,2496.0,1978.0
Pécsi,≈ +60y (2081–2100),2081-2100,rcp45,moderate,4,Carignan,Carignan / Mazuelo,red,1.0,0.968,low,huglin,new,2496.0,1978.0
Pécsi,≈ +60y (2081–2100),2081-2100,rcp85,high,1,Mourvèdre,Mourvèdre / Monastrell,red,0.95,0.95,medium,heat,new,2801.0,2337.0
Pécsi,≈ +60y (2081–2100),2081-2100,rcp85,high,2,Nero d'Avola,Nero d'Avola,red,0.95,0.95,medium,heat,new,2801.0,2337.0
Pécsi,≈ +60y (2081–2100),2081-2100,rcp85,high,3,Garnacha,Grenache,red,0.95,0.918,medium,heat,new,2801.0,2337.0
Pécsi,≈ +60y (2081–2100),2081-2100,rcp85,high,4,Carignan,Carignan / Mazuelo,red,0.95,0.918,low,heat,new,2801.0,2337.0
Soproni,Near term (2021–2040),2021-2040,rcp45,moderate,1,Merlot,Merlot,red,1.0,0.07,high,huglin,expand,2195.0,1644.0
Soproni,Near term (2021–2040),2021-2040,rcp45,moderate,2,Olaszrizling,Welschriesling / Olaszrizling,white,1.0,0.0,high,huglin,new,2195.0,1644.0
Soproni,Near term (2021–2040),2021-2040,rcp45,moderate,3,Rajnai rizling,Riesling,white,1.0,0.0,high,huglin,new,2195.0,1644.0
Soproni,Near term (2021–2040),2021-2040,rcp45,moderate,4,Rizlingszilváni,Müller-Thurgau,white,1.0,0.0,high,huglin,new,2195.0,1644.0
Soproni,Near term (2021–2040),2021-2040,rcp85,high,1,Merlot,Merlot,red,1.0,0.07,high,huglin,expand,2117.0,1582.0
Soproni,Near term (2021–2040),2021-2040,rcp85,high,2,Olaszrizling,Welschriesling / Olaszrizling,white,1.0,0.0,high,huglin,new,2117.0,1582.0
Soproni,Near term (2021–2040),2021-2040,rcp85,high,3,Rajnai rizling,Riesling,white,1.0,0.0,high,huglin,new,2117.0,1582.0
Soproni,Near term (2021–2040),2021-2040,rcp85,high,4,Rizlingszilváni,Müller-Thurgau,white,1.0,0.0,high,huglin,new,2117.0,1582.0
Soproni,≈ +20y (2041–2060),2041-2060,rcp45,moderate,1,Touriga Nacional,Touriga Nacional,red,1.0,0.962,medium,huglin,new,2248.0,1720.0
Soproni,≈ +20y (2041–2060),2041-2060,rcp45,moderate,2,Aglianico,Aglianico,red,1.0,0.962,medium,huglin,new,2248.0,1720.0
Soproni,≈ +20y (2041–2060),2041-2060,rcp45,moderate,3,Tempranillo,Tempranillo,red,1.0,0.614,medium,huglin,new,2248.0,1720.0
Soproni,≈ +20y (2041–2060),2041-2060,rcp45,moderate,4,Fiano,Fiano,white,1.0,0.585,medium,huglin,new,2248.0,1720.0
Soproni,≈ +20y (2041–2060),2041-2060,rcp85,high,1,Merlot,Merlot,red,1.0,0.07,high,huglin,expand,2061.0,1589.0
Soproni,≈ +20y (2041–2060),2041-2060,rcp85,high,2,Olaszrizling,Welschriesling / Olaszrizling,white,1.0,0.0,high,huglin,new,2061.0,1589.0
Soproni,≈ +20y (2041–2060),2041-2060,rcp85,high,3,Rajnai rizling,Riesling,white,1.0,0.0,high,huglin,new,2061.0,1589.0
Soproni,≈ +20y (2041–2060),2041-2060,rcp85,high,4,Rizlingszilváni,Müller-Thurgau,white,1.0,0.0,high,huglin,new,2061.0,1589.0
Soproni,≈ +40y (2061–2080),2061-2080,rcp45,moderate,1,Touriga Nacional,Touriga Nacional,red,1.0,0.962,medium,huglin,new,2291.0,1781.0
Soproni,≈ +40y (2061–2080),2061-2080,rcp45,moderate,2,Aglianico,Aglianico,red,1.0,0.962,medium,huglin,new,2291.0,1781.0
Soproni,≈ +40y (2061–2080),2061-2080,rcp45,moderate,3,Tempranillo,Tempranillo,red,1.0,0.614,medium,huglin,new,2291.0,1781.0
Soproni,≈ +40y (2061–2080),2061-2080,rcp45,moderate,4,Fiano,Fiano,white,1.0,0.585,medium,huglin,new,2291.0,1781.0
Soproni,≈ +40y (2061–2080),2061-2080,rcp85,high,1,Garnacha,Grenache,red,1.0,1.0,medium,huglin,new,2460.0,1982.0
Soproni,≈ +40y (2061–2080),2061-2080,rcp85,high,2,Mourvèdre,Mourvèdre / Monastrell,red,1.0,1.0,medium,huglin,new,2460.0,1982.0
Soproni,≈ +40y (2061–2080),2061-2080,rcp85,high,3,Nero d'Avola,Nero d'Avola,red,1.0,1.0,medium,huglin,new,2460.0,1982.0
Soproni,≈ +40y (2061–2080),2061-2080,rcp85,high,4,Assyrtiko,Assyrtiko,white,1.0,0.975,medium,huglin,new,2460.0,1982.0
Soproni,≈ +60y (2081–2100),2081-2100,rcp45,moderate,1,Touriga Nacional,Touriga Nacional,red,1.0,0.962,medium,huglin,new,2375.0,1829.0
Soproni,≈ +60y (2081–2100),2081-2100,rcp45,moderate,2,Aglianico,Aglianico,red,1.0,0.962,medium,huglin,new,2375.0,1829.0
Soproni,≈ +60y (2081–2100),2081-2100,rcp45,moderate,3,Tempranillo,Tempranillo,red,1.0,0.614,medium,huglin,new,2375.0,1829.0
Soproni,≈ +60y (2081–2100),2081-2100,rcp45,moderate,4,Fiano,Fiano,white,1.0,0.585,medium,huglin,new,2375.0,1829.0
Soproni,≈ +60y (2081–2100),2081-2100,rcp85,high,1,Garnacha,Grenache,red,1.0,1.0,medium,huglin,new,2673.0,2178.0
Soproni,≈ +60y (2081–2100),2081-2100,rcp85,high,2,Mourvèdre,Mourvèdre / Monastrell,red,1.0,1.0,medium,huglin,new,2673.0,2178.0
Soproni,≈ +60y (2081–2100),2081-2100,rcp85,high,3,Nero d'Avola,Nero d'Avola,red,1.0,1.0,medium,huglin,new,2673.0,2178.0
Soproni,≈ +60y (2081–2100),2081-2100,rcp85,high,4,Assyrtiko,Assyrtiko,white,1.0,0.975,medium,huglin,new,2673.0,2178.0
Szekszárdi,Near term (2021–2040),2021-2040,rcp45,moderate,1,Sangiovese,Sangiovese,red,0.925,0.207,high,heat,new,2415.0,1806.0
Szekszárdi,Near term (2021–2040),2021-2040,rcp45,moderate,2,Vermentino,Vermentino,white,0.925,0.207,medium,heat,new,2415.0,1806.0
Szekszárdi,Near term (2021–2040),2021-2040,rcp45,moderate,3,Fiano,Fiano,white,0.925,0.207,medium,heat,new,2415.0,1806.0
Szekszárdi,Near term (2021–2040),2021-2040,rcp45,moderate,4,Verdejo,Verdejo,white,0.925,0.207,medium,heat,new,2415.0,1806.0
Szekszárdi,Near term (2021–2040),2021-2040,rcp85,high,1,Cabernet sauvignon,Cabernet Sauvignon,red,0.973,0.468,high,frost,expand,2367.0,1774.0
Szekszárdi,Near term (2021–2040),2021-2040,rcp85,high,2,Syrah,Syrah,red,0.973,0.468,high,frost,expand,2367.0,1774.0
Szekszárdi,Near term (2021–2040),2021-2040,rcp85,high,3,Sangiovese,Sangiovese,red,1.0,0.282,high,huglin,new,2367.0,1774.0
Szekszárdi,Near term (2021–2040),2021-2040,rcp85,high,4,Merlot,Merlot,red,0.973,0.3,high,frost,expand,2367.0,1774.0
Szekszárdi,≈ +20y (2041–2060),2041-2060,rcp45,moderate,1,Touriga Nacional,Touriga Nacional,red,0.941,0.436,medium,frost,new,2506.0,1919.0
Szekszárdi,≈ +20y (2041–2060),2041-2060,rcp45,moderate,2,Syrah,Syrah,red,0.856,0.351,high,heat,expand,2506.0,1919.0
Szekszárdi,≈ +20y (2041–2060),2041-2060,rcp45,moderate,3,Tempranillo,Tempranillo,red,0.856,0.351,medium,heat,new,2506.0,1919.0
Szekszárdi,≈ +20y (2041–2060),2041-2060,rcp45,moderate,4,Aglianico,Aglianico,red,0.856,0.351,medium,heat,new,2506.0,1919.0
Szekszárdi,≈ +20y (2041–2060),2041-2060,rcp85,high,1,Cabernet sauvignon,Cabernet Sauvignon,red,1.0,0.495,high,huglin,expand,2331.0,1805.0
